Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,Yes,Travel_Frequently,1068,Research & Development,16,4,Other,1,739,3,Female,65,1,1,Sales Executive,4,Married,15610,21256,9,Y,No,18,3,3,80,0,25,0,1,5,0,1,7
41,No,Travel_Frequently,273,Research & Development,1,5,Technical Degree,1,740,4,Female,49,3,5,Manager,2,Married,16655,17670,9,Y,No,17,3,4,80,2,31,3,3,3,1,5,11
22,No,Travel_Frequently,1212,Research & Development,2,1,Medical,1,741,3,Female,45,4,2,Laboratory Technician,3,Married,11654,22230,3,Y,Yes,15,3,4,80,0,28,1,3,14,18,14,3
51,No,Travel_Frequently,1248,Research & Development,14,4,Other,1,742,2,Male,96,3,3,Manager,1,Single,15637,6459,5,Y,No,23,3,4,80,1,38,2,2,36,8,10,7
23,No,Travel_Rarely,944,Research & Development,14,4,Technical Degree,1,743,3,Male,59,2,5,Laboratory Technician,4,Divorced,7507,13473,4,Y,No,13,4,2,80,2,8,4,3,38,14,8,1
19,No,Travel_Rarely,1423,Research & Development,1,4,Life Sciences,1,744,4,Male,84,4,5,Research Director,4,Single,14798,6434,0,Y,No,13,4,3,80,2,13,5,4,27,18,11,3
30,No,Travel_Rarely,791,Research & Development,26,4,Marketing,1,745,4,Female,95,3,5,Healthcare Representative,3,Divorced,13204,6849,7,Y,No,23,3,1,80,2,16,4,1,1,4,9,11
28,No,Travel_Rarely,676,Sales,26,3,Medical,1,746,2,Male,55,1,5,Manufacturing Director,2,Divorced,19731,18057,6,Y,No,16,3,3,80,0,24,4,3,12,12,12,9
40,No,Travel_Rarely,266,Research & Development,25,5,Medical,1,747,3,Male,86,4,3,Human Resources,4,Married,17503,26754,4,Y,No,20,4,2,80,1,29,2,3,1,3,4,14
33,No,Non-Travel,484,Research & Development,16,5,Human Resources,1,748,1,Male,98,3,1,Healthcare Representative,2,Married,2727,22148,9,Y,No,21,3,3,80,3,28,1,3,31,12,11,8
48,No,Travel_Rarely,310,Sales,15,1,Marketing,1,749,3,Female,31,4,3,Manufacturing Director,3,Married,1134,11192,9,Y,No,14,3,3,80,3,28,6,2,4,5,10,8
28,No,Travel_Rarely,325,Research & Development,26,2,Medical,1,750,2,Male,85,4,3,Research Director,3,Married,17055,18085,6,Y,Yes,13,3,4,80,1,17,3,1,2,11,5,6
33,No,Travel_Rarely,104,Sales,15,3,Technical Degree,1,751,1,Male,91,2,2,Research Director,2,Single,6926,21999,9,Y,No,14,3,4,80,2,30,0,1,1,8,14,1
25,No,Travel_Rarely,473,Research & Development,12,1,Medical,1,752,2,Male,63,2,4,Research Director,1,Divorced,11403,20353,2,Y,No,13,4,2,80,3,18,1,3,13,14,9,6
21,No,Travel_Frequently,712,Research & Development,16,1,Medical,1,753,3,Female,85,1,4,Manufacturing Director,4,Married,18997,6052,7,Y,No,23,3,4,80,2,16,2,3,39,14,11,8
57,No,Travel_Rarely,217,Research & Development,14,4,Medical,1,754,1,Male,84,2,2,Sales Executive,3,Single,8599,4230,4,Y,Yes,22,4,2,80,1,5,5,2,28,16,3,11
21,No,Travel_Rarely,1395,Research & Development,24,2,Human Resources,1,755,2,Male,49,2,3,Research Scientist,1,Married,3091,12882,1,Y,No,20,3,1,80,0,11,3,1,37,4,4,6
42,No,Travel_Frequently,548,Sales,15,2,Medical,1,756,4,Female,79,2,2,Manufacturing Director,1,Single,13143,11139,1,Y,Yes,21,3,3,80,2,37,0,4,5,4,7,15
20,No,Travel_Rarely,1493,Research & Development,23,3,Medical,1,757,1,Male,54,3,5,Research Scientist,2,Single,16067,2600,3,Y,No,21,3,1,80,0,2,5,3,33,4,11,7
49,No,Travel_Rarely,1378,Sales,15,2,Human Resources,1,758,1,Female,54,4,2,Laboratory Technician,2,Married,15310,10693,6,Y,No,23,4,1,80,0,34,3,4,7,13,0,5
20,No,Travel_Rarely,1442,Research & Development,19,1,Other,1,759,2,Male,82,2,2,Human Resources,2,Married,6102,23868,9,Y,No,22,3,3,80,1,32,0,4,1,1,0,1
44,Yes,Travel_Frequently,516,Research & Development,8,2,Marketing,1,760,4,Male,43,3,5,Human Resources,1,Married,1293,10809,3,Y,Yes,16,3,4,80,1,28,6,1,25,8,9,1
46,No,Travel_Rarely,1220,Research & Development,2,2,Other,1,761,1,Female,89,4,4,Human Resources,4,Divorced,6575,24091,8,Y,Yes,23,3,1,80,0,2,0,4,16,13,3,7
49,No,Travel_Frequently,993,Research & Development,2,5,Life Sciences,1,762,2,Female,72,2,5,Sales Representative,2,Divorced,11766,25228,1,Y,No,17,3,3,80,0,4,4,3,23,14,12,9
36,Yes,Travel_Frequently,1149,Research & Development,27,1,Human Resources,1,763,1,Male,91,2,1,Manufacturing Director,4,Single,9227,5144,5,Y,No,14,3,1,80,3,13,5,3,30,3,13,10
38,No,Travel_Rarely,764,Research & Development,10,2,Human Resources,1,764,1,Male,98,4,2,Sales Executive,2,Single,19667,16877,3,Y,No,13,3,1,80,3,35,5,2,15,5,9,2
22,No,Non-Travel,1175,Human Resources,3,2,Medical,1,765,1,Female,92,3,2,Laboratory Technician,1,Married,4981,25570,5,Y,No,13,4,3,80,1,27,2,1,20,13,2,15
35,No,Travel_Frequently,819,Human Resources,23,4,Medical,1,766,4,Male,31,3,4,Research Director,4,Married,14688,4491,9,Y,No,21,3,4,80,2,31,1,1,37,4,4,2
45,No,Travel_Frequently,1460,Sales,17,2,Life Sciences,1,767,3,Female,83,1,3,Manufacturing Director,4,Divorced,12582,10006,8,Y,No,13,3,2,80,0,17,6,4,25,10,10,7
59,No,Travel_Frequently,1204,Research & Development,8,2,Medical,1,768,3,Female,45,4,5,Research Scientist,1,Married,5122,26997,9,Y,No,19,3,3,80,2,39,4,3,16,13,9,11
39,No,Travel_Rarely,1152,Human Resources,28,5,Technical Degree,1,769,4,Male,84,1,3,Research Director,4,Single,15387,3403,8,Y,Yes,21,3,2,80,0,12,4,3,3,6,7,12
38,No,Travel_Rarely,372,Sales,23,1,Medical,1,770,4,Female,72,3,1,Sales Representative,1,Married,11337,9296,8,Y,No,21,3,3,80,1,1,3,2,3,13,0,10
23,Yes,Travel_Rarely,663,Research & Development,4,3,Medical,1,771,2,Male,90,2,5,Human Resources,1,Divorced,18682,9794,8,Y,No,24,4,3,80,2,24,5,4,18,12,4,12
18,No,Travel_Rarely,905,Sales,14,1,Technical Degree,1,772,1,Female,67,1,1,Research Scientist,3,Divorced,11382,6812,2,Y,No,24,3,2,80,1,19,0,3,37,17,13,2
22,No,Travel_Rarely,348,Research & Development,21,4,Life Sciences,1,773,4,Male,74,3,1,Healthcare Representative,2,Single,19904,8044,8,Y,Yes,22,4,2,80,0,6,0,1,24,1,4,5
58,No,Travel_Frequently,488,Sales,10,1,Technical Degree,1,774,2,Female,80,3,1,Manager,3,Married,6729,12327,2,Y,No,13,3,4,80,1,10,6,2,7,8,1,2
29,No,Travel_Frequently,803,Research & Development,1,2,Human Resources,1,775,3,Female,71,2,5,Research Scientist,1,Single,18548,16265,9,Y,No,13,3,3,80,2,4,3,1,17,10,12,0
43,Yes,Travel_Rarely,660,Sales,4,4,Technical Degree,1,776,3,Female,53,4,5,Research Scientist,1,Married,6162,12820,2,Y,No,18,3,3,80,3,28,5,2,17,10,4,13
51,No,Travel_Frequently,1074,Research & Development,1,1,Marketing,1,777,3,Female,59,3,4,Manufacturing Director,4,Single,7235,19233,4,Y,No,14,3,3,80,1,17,2,1,6,5,7,6
31,Yes,Travel_Frequently,1486,Human Resources,17,4,Human Resources,1,778,3,Male,66,1,2,Research Director,1,Divorced,3985,2239,5,Y,No,17,3,4,80,2,7,0,4,16,0,9,8
43,No,Travel_Rarely,1085,Research & Development,26,3,Medical,1,779,2,Male,82,2,3,Healthcare Representative,1,Married,6260,23594,8,Y,No,13,3,2,80,1,26,4,3,2,4,6,0
44,Yes,Travel_Rarely,453,Research & Development,17,1,Human Resources,1,780,1,Female,92,4,3,Human Resources,1,Divorced,4508,14108,0,Y,No,18,3,3,80,1,1,4,1,21,13,11,9
26,No,Travel_Rarely,1381,Research & Development,7,2,Life Sciences,1,781,2,Female,40,4,1,Manufacturing Director,2,Divorced,17596,22052,7,Y,Yes,13,3,2,80,3,34,5,4,14,15,1,12
43,No,Travel_Frequently,1347,Sales,23,4,Life Sciences,1,782,1,Female,52,4,5,Laboratory Technician,3,Single,19215,23401,3,Y,Yes,15,4,4,80,2,25,0,1,30,8,12,11
39,No,Travel_Rarely,854,Sales,20,5,Technical Degree,1,783,3,Female,79,3,5,Research Director,3,Married,11745,3952,9,Y,Yes,11,3,1,80,2,22,0,4,35,18,13,3
47,No,Travel_Rarely,882,Research & Development,15,4,Human Resources,1,784,4,Male,84,4,1,Sales Executive,2,Divorced,9642,6816,6,Y,No,22,3,2,80,2,4,2,2,25,7,5,6
34,No,Travel_Rarely,1126,Research & Development,13,5,Medical,1,785,4,Male,84,3,2,Human Resources,2,Married,7980,5692,5,Y,No,15,3,4,80,0,15,5,4,13,7,9,9
43,No,Travel_Frequently,647,Sales,28,2,Life Sciences,1,786,4,Male,33,2,3,Manufacturing Director,2,Married,10516,15677,5,Y,No,16,3,1,80,1,10,0,1,16,15,12,6
53,No,Travel_Frequently,180,Research & Development,2,3,Other,1,787,1,Female,83,2,4,Human Resources,3,Married,14167,16963,6,Y,Yes,17,3,3,80,3,18,2,3,8,17,10,14
18,Yes,Travel_Rarely,1361,Sales,28,5,Medical,1,788,3,Male,90,4,2,Research Director,3,Married,12117,19107,3,Y,Yes,12,4,3,80,2,15,4,2,6,7,10,6
25,No,Non-Travel,435,Sales,19,3,Other,1,789,2,Female,34,2,5,Laboratory Technician,1,Married,13086,17310,5,Y,Yes,12,3,2,80,3,31,2,2,26,8,0,13
52,No,Travel_Frequently,990,Human Resources,24,4,Marketing,1,790,4,Male,47,1,1,Laboratory Technician,3,Married,5184,13452,2,Y,Yes,24,3,1,80,0,11,0,4,27,4,14,13
32,Yes,Non-Travel,1474,Research & Development,13,2,Other,1,791,1,Male,73,1,3,Human Resources,4,Single,3868,5612,4,Y,Yes,19,3,4,80,0,1,1,1,11,1,9,9
39,No,Non-Travel,1223,Research & Development,24,5,Life Sciences,1,792,4,Male,60,3,1,Laboratory Technician,3,Single,3971,25036,1,Y,No,20,3,3,80,3,21,5,4,16,13,9,2
31,No,Travel_Frequently,1207,Human Resources,11,4,Technical Degree,1,793,2,Male,50,4,5,Manufacturing Director,2,Single,14625,6446,2,Y,No,11,3,3,80,2,25,6,2,8,17,2,5
43,No,Travel_Rarely,603,Research & Development,27,1,Marketing,1,794,3,Female,76,3,1,Human Resources,3,Single,18760,14200,8,Y,No,12,3,1,80,3,32,0,3,7,12,10,8
45,Yes,Travel_Rarely,866,Research & Development,22,4,Human Resources,1,795,2,Male,59,2,3,Manufacturing Director,1,Married,13866,9523,5,Y,No,12,4,4,80,2,23,1,4,26,11,10,13
40,No,Travel_Rarely,1022,Sales,15,3,Medical,1,796,3,Male,84,4,1,Laboratory Technician,3,Single,6219,11190,2,Y,No,23,3,3,80,2,4,4,1,11,14,5,7
31,No,Travel_Rarely,651,Sales,10,2,Life Sciences,1,797,3,Male,97,3,3,Sales Representative,2,Single,3918,7649,1,Y,No,20,3,3,80,0,20,5,4,36,14,13,0
41,Yes,Travel_Rarely,115,Research & Development,9,2,Marketing,1,798,3,Female,98,4,1,Manager,4,Divorced,11417,10091,4,Y,No,17,3,2,80,3,17,6,4,19,0,8,2
19,No,Travel_Rarely,493,Research & Development,27,4,Marketing,1,799,4,Female,70,4,1,Sales Executive,2,Married,4414,12903,9,Y,No,16,3,4,80,0,38,3,4,0,6,0,5
43,No,Non-Travel,1472,Research & Development,28,1,Life Sciences,1,800,2,Male,74,3,3,Research Director,4,Divorced,17002,18585,4,Y,Yes,19,3,3,80,1,4,5,3,8,12,11,0
31,No,Travel_Frequently,411,Sales,9,3,Human Resources,1,801,4,Female,59,4,1,Sales Executive,1,Divorced,15932,11962,0,Y,No,21,3,1,80,0,7,4,1,23,17,5,9
24,No,Travel_Frequently,487,Sales,20,4,Human Resources,1,802,2,Male,74,2,2,Manufacturing Director,1,Single,1829,23976,2,Y,Yes,17,3,3,80,2,20,4,1,33,0,1,16
20,No,Travel_Rarely,1334,Research & Development,28,4,Technical Degree,1,803,1,Male,74,1,4,Manager,3,Single,8264,22733,6,Y,No,13,3,4,80,3,4,4,2,35,10,8,0
40,No,Travel_Rarely,1482,Sales,1,2,Other,1,804,1,Female,74,1,2,Manager,1,Married,15950,6289,8,Y,Yes,13,3,2,80,1,12,2,2,3,12,12,7
35,No,Travel_Rarely,1075,Research & Development,17,3,Human Resources,1,805,2,Male,84,4,4,Sales Representative,1,Divorced,12026,10550,4,Y,No,11,3,3,80,1,18,6,4,28,8,1,11
55,Yes,Travel_Rarely,1219,Sales,12,1,Technical Degree,1,806,2,Female,88,1,2,Healthcare Representative,2,Married,5462,5915,3,Y,Yes,18,3,1,80,1,28,4,2,22,15,11,13
52,No,Travel_Rarely,1218,Sales,10,2,Other,1,807,2,Male,34,4,4,Healthcare Representative,2,Married,13215,19154,2,Y,No,11,3,3,80,1,1,3,1,34,10,2,16
32,No,Travel_Rarely,441,Research & Development,5,4,Marketing,1,808,2,Female,61,3,1,Manufacturing Director,3,Single,14719,13772,9,Y,Yes,21,3,1,80,3,36,0,4,15,2,11,15
42,No,Non-Travel,698,Research & Development,18,2,Life Sciences,1,809,3,Male,35,2,3,Manager,3,Married,15869,7272,8,Y,No,24,4,4,80,2,25,1,2,7,16,1,4
54,Yes,Travel_Rarely,858,Research & Development,15,2,Human Resources,1,810,4,Male,55,1,3,Sales Representative,3,Single,9095,12992,6,Y,Yes,12,3,2,80,1,28,5,3,26,1,10,3
45,No,Travel_Rarely,1147,Sales,6,5,Technical Degree,1,811,3,Female,66,3,5,Sales Executive,3,Married,16785,7660,6,Y,Yes,21,4,4,80,2,4,5,2,38,8,3,4
27,No,Travel_Rarely,392,Research & Development,7,2,Marketing,1,812,4,Male,42,2,4,Human Resources,2,Divorced,19059,22447,7,Y,No,22,3,3,80,0,31,4,3,11,8,3,4
56,No,Travel_Rarely,407,Sales,17,2,Human Resources,1,813,4,Male,98,1,5,Research Director,3,Married,8398,7514,9,Y,No,17,3,3,80,2,37,1,2,3,15,9,0
34,No,Travel_Rarely,735,Research & Development,6,3,Medical,1,814,4,Male,54,1,5,Sales Representative,3,Divorced,12783,2701,0,Y,Yes,11,3,2,80,1,1,4,1,24,0,0,14
56,No,Non-Travel,1253,Human Resources,8,2,Marketing,1,815,3,Male,42,2,4,Human Resources,1,Married,3209,7768,3,Y,No,22,3,1,80,0,4,2,2,5,16,7,13
39,No,Travel_Rarely,726,Sales,12,1,Human Resources,1,816,2,Male,49,3,3,Laboratory Technician,3,Married,13151,24366,4,Y,No,14,3,4,80,0,32,1,3,2,9,4,5
43,No,Travel_Rarely,1040,Research & Development,21,4,Marketing,1,817,3,Male,89,3,4,Manufacturing Director,4,Divorced,18376,23810,4,Y,No,19,3,1,80,0,34,4,3,38,4,11,7
42,No,Travel_Rarely,1398,Sales,14,3,Life Sciences,1,818,3,Female,50,1,1,Sales Representative,1,Married,7060,25834,0,Y,No,18,3,3,80,1,18,4,2,23,7,7,4
34,No,Travel_Rarely,949,Research & Development,12,2,Life Sciences,1,819,4,Male,90,2,5,Manager,2,Married,5124,25264,2,Y,No,21,3,1,80,2,14,3,4,20,12,12,7
30,No,Travel_Rarely,543,Research & Development,23,1,Life Sciences,1,820,1,Female,55,3,5,Research Scientist,4,Married,7380,4488,1,Y,Yes,24,3,4,80,3,34,3,3,5,4,5,5
37,No,Travel_Frequently,604,Human Resources,10,4,Other,1,821,1,Male,83,2,4,Research Scientist,3,Divorced,7596,13145,6,Y,No,23,3,1,80,2,7,6,1,32,3,13,9
42,No,Travel_Rarely,231,Sales,22,3,Medical,1,822,3,Male,71,2,5,Sales Representative,1,Single,11616,10164,4,Y,No,18,4,3,80,1,0,3,2,7,7,1,2
21,No,Travel_Rarely,1257,Research & Development,20,1,Life Sciences,1,823,4,Male,40,1,3,Human Resources,3,Married,16243,23627,2,Y,No,22,4,4,80,1,37,6,3,32,6,6,12
27,No,Travel_Rarely,698,Human Resources,15,2,Medical,1,824,3,Male,66,2,5,Human Resources,1,Married,14939,24767,7,Y,No,13,3,1,80,0,21,2,2,2,4,9,6
20,No,Travel_Rarely,963,Research & Development,7,5,Life Sciences,1,825,3,Male,40,2,4,Sales Representative,3,Divorced,10089,12133,0,Y,No,15,3,1,80,2,16,6,2,1,9,14,3
58,No,Travel_Frequently,694,Research & Development,26,5,Other,1,826,2,Male,56,4,3,Research Director,4,Divorced,2892,4115,0,Y,No,14,3,4,80,1,15,1,4,37,16,14,12
35,No,Travel_Rarely,1100,Sales,9,3,Marketing,1,827,4,Male,63,2,3,Laboratory Technician,2,Single,5830,26262,5,Y,No,21,4,3,80,1,0,2,2,39,5,14,5
53,No,Travel_Rarely,426,Research & Development,10,1,Human Resources,1,828,1,Male,67,3,5,Sales Executive,4,Single,4831,23076,0,Y,No,22,3,4,80,3,2,0,2,38,9,8,15
39,No,Travel_Rarely,1194,Sales,10,4,Human Resources,1,829,1,Male,90,1,4,Sales Representative,4,Divorced,9347,21493,3,Y,No,18,3,3,80,2,5,4,2,38,15,6,0
51,No,Travel_Rarely,549,Sales,16,1,Life Sciences,1,830,1,Male,82,1,5,Research Director,2,Single,19109,23788,5,Y,No,21,3,1,80,0,2,4,1,23,9,10,12
25,Yes,Travel_Rarely,920,Research & Development,7,5,Human Resources,1,831,3,Female,94,2,1,Research Scientist,1,Single,3486,18204,0,Y,Yes,17,4,4,80,0,29,4,2,20,3,4,1
57,No,Travel_Rarely,1290,Research & Development,28,3,Life Sciences,1,832,4,Male,32,2,1,Human Resources,1,Single,14144,4142,8,Y,No,24,3,3,80,0,10,3,1,17,1,3,5
36,No,Travel_Rarely,810,Human Resources,5,2,Life Sciences,1,833,2,Male,96,3,3,Manufacturing Director,2,Single,10664,24447,3,Y,No,17,3,4,80,2,26,4,2,34,0,10,10
59,Yes,Travel_Frequently,366,Research & Development,23,1,Technical Degree,1,834,1,Male,57,4,5,Human Resources,3,Married,11446,2987,8,Y,No,20,3,1,80,1,21,6,4,10,2,13,16
58,No,Travel_Rarely,713,Research & Development,3,5,Technical Degree,1,835,4,Male,43,1,1,Laboratory Technician,1,Married,16341,15137,8,Y,No,20,4,4,80,1,5,3,4,10,12,7,8
54,No,Non-Travel,1467,Research & Development,18,4,Technical Degree,1,836,1,Male,81,4,2,Research Director,4,Married,10511,13886,5,Y,No,17,4,1,80,3,37,0,3,2,11,5,4
23,No,Travel_Rarely,933,Research & Development,11,3,Medical,1,837,2,Female,59,3,1,Research Scientist,2,Divorced,1377,15707,6,Y,No,11,3,1,80,3,30,2,2,22,0,12,4
43,No,Non-Travel,1403,Sales,15,2,Technical Degree,1,838,4,Female,87,1,5,Laboratory Technician,4,Single,14607,16410,0,Y,No,23,3,1,80,1,5,2,4,0,9,4,15
51,No,Travel_Frequently,775,Research & Development,21,1,Life Sciences,1,839,3,Female,83,3,5,Sales Executive,1,Single,3756,8181,4,Y,Yes,17,3,3,80,1,19,6,4,22,5,6,3
23,No,Travel_Rarely,258,Sales,20,4,Other,1,840,3,Female,98,2,1,Healthcare Representative,2,Divorced,8571,5027,2,Y,Yes,14,3,3,80,2,10,2,2,21,8,10,12
54,No,Travel_Frequently,352,Research & Development,5,2,Other,1,841,1,Male,44,3,5,Manufacturing Director,2,Married,8148,20759,9,Y,No,22,4,2,80,3,1,3,3,29,0,2,16
50,No,Travel_Rarely,979,Research & Development,24,5,Marketing,1,842,1,Male,67,2,5,Sales Executive,1,Single,11019,10358,9,Y,No,13,3,3,80,0,30,5,1,1,11,8,8
39,No,Non-Travel,631,Research & Development,12,5,Technical Degree,1,843,4,Female,43,4,2,Human Resources,1,Married,7713,3474,5,Y,No,23,3,2,80,0,37,5,4,16,4,3,12
38,Yes,Travel_Rarely,428,Research & Development,4,4,Other,1,844,2,Male,86,1,3,Manager,2,Single,2896,18961,3,Y,No,22,3,4,80,0,25,1,4,19,0,11,15
23,No,Travel_Rarely,1062,Sales,15,5,Technical Degree,1,845,1,Male,88,1,5,Manager,3,Married,12984,11315,8,Y,No,23,3,1,80,0,26,5,1,8,1,3,9
23,No,Travel_Rarely,996,Research & Development,9,3,Marketing,1,846,4,Female,37,4,4,Research Scientist,2,Single,17452,14067,6,Y,No,15,4,3,80,1,30,1,4,10,13,14,9
21,No,Non-Travel,198,Sales,7,4,Other,1,847,2,Female,48,2,3,Sales Representative,3,Married,1553,15258,3,Y,No,12,3,1,80,1,23,0,1,16,1,7,15
47,Yes,Travel_Rarely,614,Research & Development,10,5,Life Sciences,1,848,1,Male,61,1,3,Human Resources,4,Single,14564,22257,5,Y,No,18,3,2,80,2,12,1,1,13,4,5,0
28,Yes,Travel_Rarely,317,Research & Development,28,1,Medical,1,849,1,Male,58,3,4,Manager,3,Divorced,18623,8195,1,Y,No,22,3,3,80,0,24,0,3,17,9,13,10
47,No,Travel_Frequently,1257,Research & Development,23,5,Technical Degree,1,850,4,Female,70,2,1,Research Director,3,Married,15822,7048,2,Y,No,22,3,3,80,1,36,4,1,17,5,10,12
48,Yes,Travel_Frequently,1385,Sales,13,3,Other,1,851,1,Female,74,1,2,Healthcare Representative,1,Married,14342,8047,6,Y,No,19,3,3,80,1,24,6,1,7,4,0,4
41,No,Travel_Rarely,226,Sales,8,2,Other,1,852,3,Female,42,3,5,Research Scientist,2,Single,17951,8374,3,Y,No,15,4,3,80,1,28,2,1,28,1,1,3
26,No,Travel_Rarely,1207,Sales,12,2,Marketing,1,853,2,Female,56,3,1,Manufacturing Director,4,Single,15693,2872,9,Y,No,13,3,1,80,0,30,6,1,7,8,8,5
20,No,Travel_Rarely,1408,Research & Development,22,5,Life Sciences,1,854,2,Male,48,1,4,Sales Executive,2,Married,9870,5569,6,Y,Yes,20,4,3,80,1,38,5,4,25,9,5,14
48,Yes,Travel_Rarely,160,Research & Development,24,2,Human Resources,1,855,3,Male,55,4,2,Sales Executive,3,Married,18463,6817,8,Y,Yes,17,3,2,80,3,1,3,1,27,7,6,1
57,No,Travel_Rarely,262,Sales,19,5,Other,1,856,4,Male,82,4,2,Manager,3,Married,2059,16984,4,Y,Yes,11,4,3,80,0,11,0,4,7,5,10,3
54,Yes,Non-Travel,385,Research & Development,26,3,Medical,1,857,3,Male,80,1,2,Research Scientist,3,Married,15301,25364,0,Y,No,20,3,2,80,0,4,5,2,19,4,8,13
53,Yes,Travel_Rarely,207,Research & Development,26,2,Marketing,1,858,3,Female,66,3,4,Manager,2,Single,16765,8807,4,Y,Yes,13,3,2,80,3,26,3,2,7,17,2,3
41,No,Travel_Rarely,1230,Research & Development,1,1,Other,1,859,2,Female,38,4,1,Sales Executive,3,Married,5031,10695,5,Y,No,19,3,1,80,2,33,3,1,13,17,4,15
48,No,Travel_Rarely,329,Research & Development,16,5,Other,1,860,4,Male,81,4,5,Laboratory Technician,2,Single,9345,19537,1,Y,No,12,4,3,80,2,13,2,3,12,1,4,8
23,No,Travel_Rarely,419,Research & Development,22,2,Marketing,1,861,1,Male,83,4,2,Human Resources,4,Single,3643,24851,7,Y,No,21,3,2,80,0,6,6,3,39,11,9,7
19,No,Travel_Rarely,903,Sales,17,3,Marketing,1,862,3,Male,32,2,2,Research Scientist,4,Married,8297,25872,1,Y,No,24,3,3,80,0,36,4,4,16,7,13,10
37,No,Travel_Rarely,975,Sales,25,3,Technical Degree,1,863,3,Female,98,4,1,Research Director,2,Divorced,10001,20787,8,Y,No,19,4,1,80,0,35,4,4,25,3,6,13
45,No,Travel_Rarely,573,Sales,18,1,Other,1,864,4,Male,37,1,2,Manager,4,Married,2494,20078,1,Y,No,21,3,1,80,3,9,6,2,5,3,12,16
28,No,Non-Travel,1181,Human Resources,11,3,Human Resources,1,865,3,Male,43,1,2,Manager,1,Divorced,18065,14829,2,Y,No,11,3,3,80,1,28,1,4,16,8,1,12
21,No,Travel_Rarely,726,Research & Development,18,3,Medical,1,866,4,Male,32,2,4,Sales Representative,3,Divorced,13175,20711,7,Y,No,14,3,2,80,3,15,5,3,3,8,3,7
32,Yes,Non-Travel,114,Research & Development,7,2,Life Sciences,1,867,1,Male,53,2,3,Healthcare Representative,3,Single,18807,25831,5,Y,No,22,3,4,80,1,37,4,2,24,11,10,13
23,No,Travel_Frequently,1143,Sales,18,5,Life Sciences,1,868,4,Female,42,1,1,Manufacturing Director,3,Divorced,4903,11583,0,Y,No,20,3,4,80,1,20,2,1,6,13,14,10
47,Yes,Travel_Rarely,795,Research & Development,26,4,Human Resources,1,869,1,Male,72,2,1,Manager,1,Married,4855,16068,3,Y,No,23,3,1,80,2,37,5,4,16,2,3,8
55,No,Travel_Frequently,1074,Sales,8,3,Marketing,1,870,4,Male,58,4,1,Research Director,3,Divorced,15490,18829,4,Y,Yes,16,3,2,80,3,32,3,1,21,5,11,7
19,No,Travel_Rarely,214,Sales,6,3,Marketing,1,871,3,Male,80,3,4,Manufacturing Director,2,Married,10395,15818,2,Y,No,23,3,4,80,3,28,0,4,27,14,7,13
32,No,Travel_Rarely,330,Research & Development,7,4,Marketing,1,872,1,Male,71,3,4,Healthcare Representative,3,Married,19417,13508,0,Y,No,17,3,2,80,0,16,0,3,5,18,9,14
28,No,Travel_Frequently,272,Human Resources,23,3,Other,1,873,3,Female,60,3,5,Sales Representative,2,Married,18750,12717,2,Y,Yes,13,3,3,80,3,12,4,4,29,3,2,0
25,No,Travel_Rarely,396,Research & Development,22,2,Marketing,1,874,1,Male,92,1,4,Manager,4,Married,16005,17489,8,Y,No,19,3,1,80,1,5,1,3,9,0,1,11
43,Yes,Travel_Rarely,290,Research & Development,10,2,Marketing,1,875,4,Male,55,2,1,Manufacturing Director,2,Divorced,9057,8563,1,Y,No,14,3,3,80,1,1,0,3,38,8,8,4
22,No,Travel_Rarely,527,Sales,11,4,Other,1,876,4,Female,47,3,5,Manufacturing Director,2,Single,1577,12799,0,Y,No,15,3,3,80,3,7,1,1,13,15,11,13
23,No,Travel_Rarely,1078,Sales,25,3,Other,1,877,4,Male,86,4,3,Manufacturing Director,2,Single,7499,5260,6,Y,No,18,4,3,80,2,31,0,4,21,8,10,15
43,No,Travel_Rarely,1204,Research & Development,13,3,Human Resources,1,878,2,Female,36,4,2,Sales Executive,3,Single,2954,23731,6,Y,No,22,4,2,80,2,35,1,1,25,11,3,15
21,Yes,Non-Travel,759,Research & Development,9,5,Technical Degree,1,879,2,Male,77,4,2,Healthcare Representative,1,Single,17800,4303,4,Y,No,24,3,4,80,0,8,6,3,9,13,8,6
36,No,Travel_Rarely,1020,Research & Development,7,3,Other,1,880,1,Male,89,2,5,Research Director,1,Single,5237,10841,1,Y,No,13,4,3,80,0,22,1,3,1,14,5,2
37,No,Travel_Rarely,1307,Research & Development,9,2,Medical,1,881,2,Female,62,3,3,Sales Representative,2,Single,12954,2393,0,Y,No,18,4,1,80,1,6,3,3,2,15,0,7
50,No,Travel_Rarely,600,Research & Development,13,1,Marketing,1,882,4,Female,32,4,2,Healthcare Representative,3,Married,9814,22344,4,Y,No,24,3,2,80,3,30,2,3,10,7,13,13
